城市id	城市名称
2171	拐子湖
2172	吉兰泰镇
2173	孪井滩示范区
2174	头道湖
2175	中泉子
2176	巴彦诺尔贡
2177	雅布赖镇
2178	乌斯泰镇
2179	锡林高勒
2182	西安市
2183	临潼区
2184	西安市长安区
2185	高陵区
2186	蓝田县
2187	鄠邑区
2188	周至县
2191	铜川市
2192	耀县
2193	宜君县
2195	宝鸡市
2196	陈仓区
2197	凤翔区
2198	岐山县
2199	扶风县
2200	眉县
2201	陇县
2202	千阳县
2203	麟游县
2204	凤县
2205	太白县
2206	宝鸡县
2207	耀州区
2209	咸阳市
2210	兴平市
2211	三原县
2212	泾阳县
2213	乾县
2214	礼泉县
2215	永寿县
2216	彬县
2217	长武县
2218	旬邑县
2219	淳化县
2220	武功县
2221	杨凌农业高新技术产业示范区
2223	渭南市
2224	华阴市
2225	韩城市
2226	华县
2227	潼关县
2228	大荔县
2229	蒲城县
2230	澄城县
2231	白水县
2232	合阳县
2233	富平县
2236	延安市
2237	延长县
2238	延川县
2239	子长市
2240	安塞区
2241	志丹县
2242	吴起县
2243	甘泉县
2244	富县
2245	洛川县
2246	宜川县
2247	黄龙县
2248	黄陵县
2250	汉中市
2251	南郑区
2252	城固县
2253	洋县
2254	西乡县
2255	勉县
2256	宁强县
2257	略阳县
2258	镇巴县
2259	留坝县
2260	佛坪县
2262	榆林市
2263	神木市
2264	府谷县
2265	横山县
2266	靖边县
2267	定边县
2268	绥德县
2269	米脂县
2270	佳县
2271	吴堡县
2272	清涧县
2273	子洲县
2274	榆阳区
2276	安康市
2277	汉阴县
2278	石泉县
2279	宁陕县
2280	紫阳县
2281	岚皋县
2282	平利县
2283	镇坪县
2284	旬陽市
2285	白河县
2287	商洛市
2289	洛南县
2290	丹凤县
2291	商南县
2292	山阳县
2293	镇安县
2294	柞水县
2295	商县
2296	商州区
2299	银川市
2300	灵武市
2301	永宁县
2302	贺兰县
2304	石嘴山市
2305	大武口区
2306	惠农区
2307	平罗县
2308	陶乐县（现兴庆区、平罗县）
2309	石炭井街道
2311	吴忠市
2312	青铜峡市
2313	同心县
2314	盐池县
2315	韦州镇
2316	麻黄山乡
2318	固原市
2319	西吉县
2320	彭阳县
2321	泾源县
2322	隆德县
2323	六盘山镇
2325	中卫市
2326	海原县
2327	中宁县
2328	沙头坡区兴仁堡
2331	兰州市
2332	永登县
2333	榆中县
2334	皋兰县
2336	金昌市
2337	永昌县
2339	白银市
2340	靖远县
2341	景泰县
2342	会宁县
2343	平川区
2345	天水市
2346	武山县
2347	甘谷县
2348	清水县
2349	秦安县
2350	张家川回族自治县
2351	麦积区
2352	北道区
2354	嘉峪关市
2356	武威市
2357	民勤县
2358	古浪县
2359	天祝藏族自治县
2360	乌鞘岭
2362	张掖市
2363	民乐县
2364	山丹县
2365	临泽县
2366	高台县
2367	肃南裕固族自治县
2369	平凉市
2370	灵台县
2371	静宁县
2372	崇信县
2373	华亭市
2374	泾川县
2375	庄浪县
2376	崆峒区
2378	酒泉市
2379	玉门市
2380	敦煌市
2382	金塔县
2383	阿克塞哈萨克族自治县
2384	肃北蒙古族自治县
2386	瓜州县
2387	鼎新镇
2388	马鬃山
2390	庆阳市
2391	西峰区
2392	庆城县
2393	镇原县
2394	合水县
2395	华池县
2396	环县
2397	宁县
2398	正宁县
2400	定西市
2401	安定区
2402	通渭县
2403	临洮县
2404	漳县
2405	岷县
2406	渭源县
2407	陇西县
2410	武都区
2411	成县
2412	宕昌县
2413	康县
2414	文县
2415	西和县
2416	礼县
2417	两当县
2418	徽县
2420	临夏回族自治州
2422	康乐县
2423	永靖县
2424	广河县
2425	和政县
2426	东乡族自治县
2427	积石山保安族东乡族撒拉族自治县
2430	合作市
2431	临潭县
2432	卓尼县
2433	舟曲县
2434	迭部县
2435	玛曲县
2436	碌曲县
2437	夏河县
2440	西宁市
2441	湟源县
2442	湟中区
2443	大通回族土族自治县
2445	平安区
2446	乐都区
2447	民和回族土族自治县
2448	互助土族自治县
2449	化隆回族自治县
2450	循化撒拉族自治县
2451	海东市
2452	冷湖行政区
2454	海晏县
2455	祁连县
2456	刚察县
2457	门源回族自治县
2458	海北藏族自治州
2459	托勒蒙古族乡
2461	同仁县
2462	尖扎县
2463	泽库县
2464	河南蒙古族自治县
2465	黄南藏族自治州
2467	共和县
2468	同德县
2469	贵德县
2470	兴海县
2471	贵南县
2472	海南藏族自治州
2474	玛沁县
2475	班玛县
2476	甘德县
2477	达日县
2478	久治县
2479	玛多县
2480	果洛藏族自治州
2483	玉树藏族自治州
2484	杂多县
2485	治多县
2486	囊谦县
2487	曲麻莱县
2488	称多县
2490	格尔木市
2491	德令哈市
2492	乌兰县
2493	都兰县
2494	天峻县
2495	海西蒙古族藏族自治州
2496	野牛沟乡
2497	五道梁镇
2498	小灶火（乌图美仁乡）
2499	诺木洪乡
2500	茫崖市
2501	大柴旦行政区
2502	茶卡镇
2505	乌鲁木齐市
2506	小渠子风景区
2507	白杨沟镇
2508	十三间房
2509	天山大西沟乡
2510	乌鲁木齐牧试站(新疆维吾尔自治区)
2511	天山天池风景区（瑶池）
2512	蔡家湖镇
2513	达坂城区
2516	克拉玛依市
2517	白碱滩区
2518	乌尔禾区
2520	石河子市
2521	莫索湾市
2522	乌兰乌苏镇
2523	炮台镇
2525	阿拉尔市
2527	博乐市
2528	精河县
2529	阿拉山口市
2530	温泉县
2532	吐鲁番地区
2533	鄯善县
2534	托克逊县
2535	红柳河
2536	克孜勒苏柯尔克孜自治州
2538	哈密地区
2539	伊吾县
2540	巴里坤哈萨克自治县
2541	淖毛湖
2543	阿克苏地区
2544	温宿县
2545	沙雅县
2546	拜城县
2547	阿瓦提县
2548	库车市
2549	柯坪县
2550	新和县
2551	乌什县
2553	和田地区
2555	墨玉县
2556	皮山县
2557	洛浦县
2558	策勒县
2559	于田县
2560	民丰县
2562	喀什地区
2563	巴楚县
2564	泽普县
2565	伽师县
2566	叶城县
2567	岳普湖县
2568	疏勒县
2569	麦盖提县
2570	英吉沙县
2571	莎车县
2572	疏附县
2573	塔什库尔干塔吉克自治县
2575	阿图什市
2576	阿克陶县
2577	阿合奇县
2578	乌恰县
2579	吐尔尕特口岸
2581	库尔勒市
2582	轮台县
2583	尉犁县
2584	若羌县
2585	且末县
2586	焉耆回族自治县
2587	和静县
2588	和硕县
2589	博湖县
2590	塔中
2591	库米什镇
2592	巴音布鲁克
2593	铁干里克
2595	昌吉回族自治州
2596	阜康市
2597	米泉
2598	呼图壁县
2599	玛纳斯县
2600	奇台县
2601	吉木萨尔县
2602	木垒哈萨克自治县
2603	北塔山
2605	伊宁市
2606	霍城县
2607	巩留县
2608	新源县
2609	昭苏县
2610	特克斯县
2611	尼勒克县
2612	察布查尔锡伯自治县
2613	伊宁县
2614	霍尔果斯市
2615	奎屯市
2617	塔城地区
2618	乌苏市
2619	额敏县
2620	沙湾县
2621	托里县
2622	裕民县
2623	和布克赛尔蒙古自治县
2626	布尔津县
2627	富蕴县
2628	福海县
2629	哈巴河县
2630	青河县
2631	吉木乃县
2632	阿勒泰地区
2635	成都市
2636	新都区
2637	温江区
2638	都江堰市
2639	彭州市
2640	邛崃市
2641	崇州市
2642	金堂县
2643	郫都区
2644	新津区
2645	双流区
2646	蒲江县
2647	大邑县
2648	崇庆
2650	龙泉驿区
2652	自贡市
2653	荣县
2654	富顺县
2656	攀枝花市
2657	米易县
2658	盐边县
2659	仁和区
2661	泸州市
2662	纳溪区
2663	泸县
2664	合江县
2665	叙永县
2666	古蔺县
2668	德阳市
2669	广汉市
2670	什邡市
2671	绵竹市
2672	中江县
2673	罗江区
2675	绵阳市
2676	江油市
2677	盐亭县
2678	三台县
2679	平武县
2680	安州区
2681	梓潼县
2682	北川羌族自治县
2684	广元市
2685	青川县
2686	旺苍县
2687	剑阁县
2688	苍溪县
2690	遂宁市
2691	射洪市
2692	蓬溪县
2694	内江市
2695	资中县
2696	隆昌市
2697	威远县
2698	东兴区
2700	乐山市
2701	峨眉山风景区
2702	夹江县
2703	井研县
2704	犍为县
2705	沐川县
2706	马边彝族自治县
2707	峨边彝族自治县
2708	峨眉山市
2709	金口河区
2711	南充市
2712	阆中市
2713	营山县
2714	蓬安县
2715	仪陇县
2716	南部县
2717	西充县
2719	眉山市
2720	仁寿县
2721	彭山区
2722	洪雅县
2723	丹棱县
2724	青神县
2726	宜宾市
2727	叙州区
2728	兴文县
2729	南溪区
2730	珙县
2731	长宁县
2732	高县
2733	江安县
2734	筠连县
2735	屏山县
2737	广安市
2738	华蓥市
2739	岳池县
2740	邻水县
2741	武胜县
2743	万源市
2744	达县
2745	渠县
2746	宣汉县
2747	开江县
2748	大竹县
2749	达州市
2750	通川区
2751	达川区
2753	雅安市
2754	芦山县
2755	石棉县
2756	名山区
2757	天全县
2758	荥经县
2759	宝兴县
2760	汉源县
2762	巴中市
2763	南江县
2764	平昌县
2765	通江县
2767	资阳市
2768	简阳市
2769	安岳县
2770	乐至县
2772	马尔康县
2773	九寨沟县
2774	红原县
2775	汶川县
2776	阿坝藏族羌族自治州
2777	理县
2778	小金县
2779	若尔盖县
2780	黑水县
2781	金川县
2782	松潘县
2783	壤塘县
2784	茂县
2786	南坪
2788	康定市
2789	丹巴县
2790	炉霍县
2791	九龙县
2792	甘孜藏族自治州
2793	雅江县
2794	新龙县
2795	道孚县
2796	白玉县
2797	理塘县
2798	德格县
2799	乡城县
2800	石渠县
2801	稻城县
2802	色达县
2803	泸定县
2804	巴塘县
2805	得荣县
2807	西昌市
2808	美姑县
2809	昭觉县
2810	金阳县
2811	甘洛县
2812	布拖县
2813	雷波县
2814	普格县
2815	宁南县
2816	喜德县
2817	会东县
2818	越西县
2819	会理市
2820	盐源县
2821	德昌县
2822	冕宁县
2823	木里藏族自治县
2824	凉山彝族自治州
2827	昆明市
2828	东川区
2829	安宁市
2830	呈贡区
2831	晋宁区
2832	富民县
2833	宜良县
2834	嵩明县
2835	石林彝族自治县
2836	禄劝彝族苗族自治县
2837	寻甸回族彝族自治县
2838	河口瑶族自治县
2839	云南昆明太华山
2841	曲靖市
2842	宣威市
2843	马龙区
2844	陆良县
2845	师宗县
2846	罗平县
2847	富源县
2848	会泽县
2849	沾益区
2851	玉溪市
2852	江川县
2853	澄江市
2854	通海县
2855	华宁县
2856	易门县
2857	峨山彝族自治县
2858	新平彝族傣族自治县
2859	元江哈尼族彝族傣族自治县
2861	保山市
2862	腾冲市
2863	施甸县
2864	龙陵县
2865	昌宁县
2866	富宁县
2868	昭通市
2869	鲁甸县
2870	巧家县
2871	盐津县
2872	大关县
2873	永善县
2874	绥江县
2875	镇雄县
2876	彝良县
2877	威信县
2878	水富市
2880	永胜县
2881	华坪县
2883	宁蒗彝族自治县
2884	丽江市
2887	普洱市
2888	墨江哈尼族自治县
2889	景东彝族自治县
2890	景谷傣族彝族自治县
2891	镇沅彝族哈尼族拉祜族自治县
2892	江城哈尼族彝族自治县
2893	孟连傣族拉祜族佤族自治县
2894	澜沧拉祜族自治县
2895	西盟佤族自治县
2896	宁洱哈尼族彝族自治县
2899	临沧市
2900	凤庆县
2901	云县
2902	永德县
2903	镇康县
2904	双江拉祜族佤族布朗族傣族自治县
2905	耿马傣族佤族自治县
2906	沧源佤族自治县
2908	文山壮族苗族自治州
2910	砚山县
2911	西畴县
2912	麻栗坡县
2913	马关县
2914	丘北县
2915	广南县
2918	蒙自市
2919	个旧市
2920	开远市
2921	绿春县
2922	建水县
2923	石屏县
2924	弥勒市
2925	泸西县
2926	元阳县
2927	红河哈尼族彝族自治州
2928	金平苗族瑶族傣族自治县
2930	屏边苗族自治县
2932	楚雄彝族自治州
2933	双柏县
2934	牟定县
2935	南华县
2936	姚安县
2937	大姚县
2938	永仁县
2939	元谋县
2940	武定县
2941	禄丰市
2943	大理白族自治州
2944	祥云县
2945	宾川县
2946	弥渡县
2947	永平县
2948	云龙县
2949	洱源县
2950	剑川县
2951	鹤庆县
2952	漾濞彝族自治县
2953	南涧彝族自治县
2954	巍山彝族回族自治县
2956	潞西（现芒市）
2957	瑞丽市
2958	梁河县
2959	盈江县
2960	陇川县
2961	德宏傣族景颇族自治州
2963	兰坪白族普米族自治县
2964	泸水市
2965	福贡县
2966	贡山独龙族怒族自治县
2967	怒江傈僳族自治州
2968	六库镇
2970	德钦县
2971	香格里拉市
2973	维西傈僳族自治县
2974	中甸
2976	景洪市
2977	勐海县
2978	勐腊县
2982	贵阳市
2983	清镇市
2984	开阳县
2985	修文县
2986	息烽县
2987	花溪区
2988	贵阳市白云区
2989	乌当区
2990	云岩区
2991	南明区
2992	小河
2994	六盘水市
2995	水城区
2996	盘州市
2997	六枝特区
2998	观山湖区
3000	遵义市
3001	赤水市
3002	仁怀市
3003	播州区
3004	绥阳县
3005	桐梓县
3006	习水县
3007	凤冈县
3008	正安县
3009	余庆县
3010	湄潭县
3011	道真仡佬族苗族自治县
3012	务川仡佬族苗族自治县
3013	汇川区
3014	红花岗区
3016	安顺市
3017	普定县
3018	平坝区
3019	镇宁布依族苗族自治县
3020	紫云苗族布依族自治县
3021	关岭布依族苗族自治县
3023	铜仁市
3024	德江县
3025	江口县
3026	思南县
3027	石阡县
3028	玉屏侗族自治县
3029	松桃苗族自治县
3030	印江土家族苗族自治县
3031	沿河土家族自治县
3032	万山区
3034	毕节市
3035	黔西市
3036	大方县
3038	织金县
3039	金沙县
3040	赫章县
3041	纳雍县
3042	威宁彝族回族苗族自治县
3044	兴义市
3045	望谟县
3046	兴仁市
3047	普安县
3048	册亨县
3049	晴隆县
3050	贞丰县
3051	安龙县
3053	凯里市
3054	施秉县
3055	从江县
3056	锦屏县
3057	镇远县
3058	麻江县
3059	台江县
3060	天柱县
3061	黄平县
3062	榕江县
3063	剑河县
3064	三穗县
3065	雷山县
3066	黎平县
3067	岑巩县
3068	丹寨县
3070	都匀市
3071	福泉市
3072	贵定县
3073	惠水县
3074	罗甸县
3075	瓮安县
3076	荔波县
3077	龙里县
3078	平塘县
3079	长顺县
3080	独山县
3081	三都水族自治县
3084	拉萨市
3085	林周县
3086	当雄县
3087	尼木县
3088	曲水县
3089	达孜区
3090	墨竹工卡县
3091	堆龙德庆县
3093	昌都市
3095	江达县
3096	贡觉县
3097	类乌齐县
3098	丁青县
3099	八宿县
3100	左贡县
3101	芒康县
3102	洛隆县
3103	边坝县
3104	察雅县
3106	山南市
3107	乃东区
3108	扎囊县
3109	贡嘎县
3110	琼结县
3111	曲松县
3112	措美县
3113	洛扎县
3114	加查县
3115	隆子县
3116	错那县
3117	浪卡子县
3118	泽当镇
3119	桑日县
3121	日喀则市
3122	南木林县
3123	江孜县
3124	定日县
3125	萨迦县
3126	拉孜县
3127	昂仁县
3128	谢通门县
3129	白朗县
3130	仁布县
3131	康马县
3132	定结县
3133	仲巴县
3134	亚东县
3135	吉隆县
3136	聂拉木县
3137	萨嘎县
3138	岗巴县
3139	帕里镇
3141	那曲市
3143	嘉黎县
3144	比如县
3145	聂荣县
3146	安多县
3148	索县
3149	班戈县
3150	巴青县
3151	尼玛县
3153	阿里地区
3154	噶尔县
3155	措勤县
3156	普兰县
3157	札达县
3158	日土县
3159	革吉县
3160	改则县
3161	狮泉河镇
3162	申扎县
3164	林芝市
3165	朗县
3166	米林县
3167	察隅县
3168	波密县
3169	工布江达县
3170	墨脱县
3173	香港特別行政區
3176	澳門特別行政區
3179	台北市
3180	新北市
3182	高雄市
3185	台中市
3186	新竹市
3187	嘉义市
3188	宜兰县
3189	桃园市
3190	苗栗县
3191	彰化县
3192	南投县
3193	云林县
3194	台南市
3195	屏东县
3196	台东县
3197	花莲县
3200	钓鱼岛
4270	Kabul
4269	Kandahar
4268	Herat
4267	Islamabad
4266	Karachi
4265	Pyongyang
4264	Moscow
4263	Petersburg
4262	Manila
4261	서울
4260	부산
4259	안양
4258	인천
4257	수원
4256	Phnom Penh
4255	Vientiane
4254	Beirut
4253	Kuala Lumpur
4252	Malacca
4251	Ulan Bator
4250	Rangoon
4249	Katmandu
4248	Tokyo
4247	osaka
4246	Yokohama
4245	Kobe
4244	Colombo
4243	Bangkok
4242	Ankara
4241	Istanbul
4240	Tashkent
4239	Singapore
4238	Baghdad
4237	Tehran
4236	Jerusalem
4235	Tel Aviv
4234	New Delhi
4233	Bombay
4232	Bangalore
4231	Chennai
4230	Hyderabad
4229	Pune
4228	Calcutta
4227	Jakarta
4226	Hanoi
4225	Ottawa
4224	Toronto
4223	Montreal
4222	Banff
4221	Calgary
4220	Vancouver
4219	Victoria
4218	Edmonton
4217	Portland
4216	Philadelphia
4215	Pittsburgh
4214	Houston
4213	Miami
4212	Washington
4211	Seattle
4210	Los Angeles
4209	San Francisco
4208	Denver
4207	Boston
4206	Atlanta
4205	Detroit
4204	Las Vegas
4203	New York
4202	Atlantic City
4201	Chicago
4200	Dallas
4199	Minneapolis
4198	SanDiego
4197	Cincinnati
4196	Baltimore
4195	San Jose
4194	Kansas
4193	Tampa
4192	Columbus
4191	Orlando
4190	Cleveland
4189	Phoenix
4188	Indianapolis
4187	Richmond
4186	Austin
4185	Milwaukee
4184	Buenos Aires
4183	Asuncion
4182	Brasilia
4181	Casablanca
4180	Rio De Janeiro
4179	Sao Paulo
4178	Porto Alegre
4177	Curitiba
4176	Tarija
4175	Quito
4174	Armenia
4173	Pereira
4172	Bogota
4171	Havana
4170	Lima
4169	Mexico City
4168	Monterrey
4167	Guadalajara
4166	Valencia
4165	Caracas
4164	Montevideo
4163	Santiago
4162	Sydney
4161	Melbourne
4160	Canberra
4159	Brisbane
4158	Perth
4157	Adelaide
4156	Auckland
4155	Wellington
4154	Tirana
4153	Dublin
4152	Vienna
4151	Salzburg
4150	Brest
4149	Burgas
4148	Brussels
4147	Akureyri
4146	Warsaw
4145	Copenhagen
4144	Helsingor
4143	Frankfurt
4142	Berlin
4141	Bonn
4140	Munich
4139	Stuttgart
4138	Dusseldorf
4137	Hamburg
4136	Cologne
4135	Paris
4134	Lyon
4133	Versailles
4132	Marseille
4131	Nice
4130	Bordeaux
4129	Toulouse
4128	Bastia
4127	Helsinki
4126	Amsterdam
4125	Rotterdam
4124	Prague
4123	Rijeka
4122	Zagreb
4121	Luxembourg
4120	Bucharest
4119	Monte-Carlo
4118	Belgrade
4117	Oslo
4116	Lisbon
4115	Stockholm
4114	Goteborg
4113	Zurich
4112	Geneva
4111	Bern
4110	Bratislava
4109	Barcelona
4108	Madrid
4107	Athens
4106	Budapest
4105	Rome
4104	Milan
4103	Vatican
4102	Venice
4101	Pisa
4100	Florence
4099	Torino
4098	London
4097	Manchester
4096	Liverpool
4095	Glasgow
4094	Edinburgh
4093	Leeds
4092	Belfast
4091	Bristol
4090	Southampton
4089	Birmingham
4088	Algiers
4087	Cairo
4086	Alexander
4085	Luanda
4084	Bujumbura
4083	Bata
4082	Brazzaville
4081	Libreville
4080	Accra
4079	Bulawayo
4078	Buea
4077	Moroni
4076	Mombasa
4075	Nairobi
4074	Monrovia
4073	Kigali
4072	Rabat
4071	Maputo
4070	Windhoek
4069	Johannesburg
4068	Cape Town
4067	Durban
4066	Niamey
4065	Abuja
4064	Freetown
4063	Dakar
4062	Mogadishu
4061	Dar es Salaam
4060	Tunisia
4059	Kampala
4058	Lusaka
4057	Bangui
4272	Natal
4273	Salvador
4274	Cuiaba
4275	Belo Horizonte
4276	Fortaleza
4277	Manaus
4278	Recife
4279	Curitiba
227869	Leikanger
227776	Stavanger
227619	Narvik
227420	Bergen
226730	راولپنڈی
226702	لاہور
226458	Sinuiju
226453	개성
226430	청진
226394	희천
223934	Kazan'
220955	Vladivostok
219046	Vladimirskaya
213070	Yekaterinburg
209426	St. Petersburg
208054	Puerto Princesa
207958	Cebu
207887	Tagbilaran City
207658	Olongapo City
207551	Angeles
207457	Pasig
206736	Kalibo
206057	Laoag City
205590	대구광역시
205465	대전광역시
204813	Siem Reap
204659	Sihanoukville
204382	Ivalo
204372	Rovaniemi
204350	Muonio
204246	Tampere
204203	Kuopio
204164	Joensuu
204114	Kajaani
204109	Kuusamo
203970	Lappeenranta
203948	Lahti
203881	Semporna
203867	Sabah
203711	Taunggyi
203660	Yangon
203499	Mandalay
203371	भक्तपुर
203370	काठमाडौं
203368	ललितपुर
202625	Nagoya
202133	千葉県
201812	京都
201230	福岡
201005	札幌市 中央区
200949	Sapporo-Shi
200797	北海道
200178	奈良
200139	沖縄
200121	ගාල්ල
200116	මහනුවර
200077	අනුරාධපුරය
200005	เมืองกระบี่
199383	หัวหิน
198869	เมืองเชียงใหม่
198834	จังหวัดภูเก็ต
198628	Çanakkale
198616	Edirne
198575	Bursa
198538	Balıkesir
198434	Tekirdağ
198336	Hopa
198304	Kastamonu
198302	Safranbolu
198279	Bolu
198261	Gümüşhane
198241	Tokat
198221	Trabzon
198175	Sinop
198150	Giresun
198052	Diyarbakır
198010	Şanlıurfa
198001	Siirt
197895	Alanya
197893	Finike
197886	Antalya
197840	Adana
197822	Isparta
197805	Niğde
197670	Yozgat
197297	Kayseri
197230	Konya
197219	Kırşehir
197166	Eskişehir
197145	Bingöl
197116	Erzincan
197065	Erzurum
197026	Kars
197013	Elazığ
196997	Malatya
196931	İzmir
196894	Uşak
196863	Denizli
196852	Bodrum
196828	Dalaman
196573	Samarkand
196210	Leeuwarden
196138	Utrecht
195768	The Hague
195680	Maastricht
195627	Basra
195503	Shiraz
195438	Tabriz
195428	Mashhad
193647	藏南
191654	Yogyakarta
191595	Tanjung Pinang
191550	Surabaya
188527	Denpasar
188383	Whitehorse
188377	Prince Albert
188373	Meadow Lake
188369	Swift Current
188332	Estevan
188329	Saskatoon
188292	Kenora
188248	Cartwright
188243	Thompson
188218	Gretna
188150	Grand Rapids
188138	Wawanesa
188130	Melita
188124	Winnipeg
188079	Victoria
188065	Halifax
188014	Sydney
187984	Yarmouth
187886	Red Deer
187820	St. Stephen
187810	Moncton
187717	Clyde River
187679	Squamish
187673	Revelstoke
187626	Williams Lake
187611	Penticton
187603	Dawson Creek
187602	Peace River
187551	Cranbrook
187538	Comox
187532	Smithers
187477	Port Hardy
187470	Prince George
187424	Inuvik
187423	Yellowknife
187407	Chibougamau
187209	Sherbrooke
187184	Québec
187134	St. John's
187000	North Bay
186957	Perth
186939	Timmins
186938	Kapuskasing
186923	Thunder Bay
186769	Sudbury
179823	Split
179805	Dubrovnik
178934	Sibiu
178713	Craiova
178099	Tulcea
177184	Bacău
176493	Botoșani
174148	Buzău
174133	Monaco-Ville
174113	Sombor
173983	Zrenjanin
173930	Nis
173864	Vranje
173801	Cuprija
173793	Valjevo
173768	Krusevac
173729	Santa Maria
173615	Funchal
173604	Ponta Delgada
173529	Porto
173306	Bragança
173246	Évora
173158	Coimbra
173122	Sines
173103	Karlstad
172883	Visby
172860	Umea
172842	Gallivare
172833	Kiruna
172818	Lulea
172744	Gavle
172567	Norrkoping
172560	Linkoping
172290	Helsingborg
172264	Malmo
171533	Basel
171033	Interlaken
170826	Zermatt
170772	Altdorf (UR)
170706	St. Gallen
170490	Chur
170453	Poschiavo
170437	Davos
170431	Samedan
170337	Montreux
170242	Lausanne
169715	Lugano
169577	Locarno
169515	Schaffhausen
169375	Neuchâtel
169162	Poprad
167977	Ceuta
167026	Alicante
166793	Mérida
166033	Salamanca
164496	Valladolid
163896	Bilbao
162184	Albacete
161091	Comunidad Valenciana
160752	Córdoba
160642	Sevilla
160429	Almería
160260	North Granada
160076	Málaga
160041	Πάτρα
159927	Ρόδος
159859	Τρίπολη
159777	Λάρισα
159667	Θεσσαλονίκη
159211	Salamis
158476	Miskolc
158311	Nagykanizsa
157255	Cegléd
156885	Debrecen
156799	Szeged
154257	Rosario
154046	Córdoba
153733	Ushuaia
153027	La Plata
151553	Concepción
151336	Capri
151113	Palermo
150913	Messina
150482	Turin
148787	Trento
148774	Trieste
147919	Bergamo
147723	Pizzale
145526	Cappadocia
145465	Pescara
145200	Brindisi
144645	Cervia
144273	Cagliari
143651	Verona
143315	Campobasso
142570	Grosseto
142292	Arezzo
142277	Biskra - بسكرة
141901	Oran - وهران
141841	Tlemcen - تلمسان
141505	Annaba - عنابة‎
141485	Constantine - قسنطينة
141481	Tiaret - تيارت
141208	Aberdeen
140878	Kirkwall
140353	Lerwick
140076	Stornoway
140026	Campbeltown
139182	Oxford
139055	Windsor and Maidenhead
139017	Dartford
138974	Maidstone
138741	Wandsworth Common
138632	Greenwich West
138492	Wembley Central
137985	Bradford
137920	Sheffield
137849	Hull Road
137687	Bridlington
137568	Yorkshire and the Humber
137451	Hadley and Leegomery
137366	Shropshire
137324	Coventry
137051	Weymouth
137043	Dorchester
136710	Burnham-On-Sea
136610	Camborne
136440	Nottingham
136419	Waddington
136176	Leicester
135431	Hoylake and Meols
134892	Chelmsford
134701	Cambridge
134480	Cardiff
133591	Wales
133277	Cochabamba
133070	La Paz
133065	Malabo
132711	Guayaquil
132268	Cuenca
131511	罗东镇
131510	觀音鄉
131509	卓溪鄉 (Zhuoxi)
131508	大寮區 (Daliao)
131507	桃園市
131506	嘉义县
131505	泰武鄉 (Taiwu)
131504	埔心鄉
131503	口湖鄉 (Kouhu)
131502	鳥松區 (Niaosong)
131501	信義區 (Xìnyì)
131500	義竹鄉 (Yijhu)
131499	金峰鄉
131498	八里區 (Bālǐ)
131497	山上區 (Shanshang)
131496	阿里山鄉 (Alishan)
131495	富里鄉 (Fuli)
131494	香山區 (Xiāngshān)
131492	虎尾鎮
131493	獅潭鄉
131491	二林鎮
131490	仁愛區 (Rén'ài)
131489	南港區
131488	大湖鄉
131487	汐止區 (Xizhi)
131486	中西區 (West Central District)
131485	屏東縣 (Pingtung County)
131484	玉里鎮 (Yuli)
131483	北斗鎮
131482	北埔鄉
131481	學甲區 (Syuejia)
131480	瑞芳區 (Ruifang)
131479	楊梅市(Yangmei City)
131478	蘆竹市(Luzhu)
131477	平鎮市(Pingzhen City)
131476	宜蘭市
131475	泰安鄉
131474	三地門鄉 (Sandimen)
131473	大安區 (Da-an)
131472	新屋鄉(Xinwu)
131471	楠梓區 (Nanzih)
131470	布袋鎮 (Budai)
131469	鹿野鄉 (Luye)
131468	左營區 (Zuoying)
131467	冬山鄉 (Dongshan)
131466	龍井區
131465	清水區
131463	東勢區
131464	東區
131462	永靖鄉
131461	中山區 (Zhōngshān)
131460	官田區 (Guantian)
131459	貢寮區 (Gòngliáo)
131458	線西鄉
131457	綠島鄉
131456	西區
131455	中正區 (Jhongjheng)
131454	三義鄉
131453	鹿谷鄉
131452	梧棲區
131451	長治鄉 (Changzhi)
131449	峨眉鄉
131450	鼓山區 (Gushan)
131448	中區
131447	瑪家鄉 (Majia)
131446	泰山區 (Tàishān)
131445	旗山區 (Cishan)
131444	西屯區
131443	仁愛鄉
131442	仁武區 (Renwu)
131441	深坑區 (Shenkeng)
131440	四湖鄉 (Sìhú)
131439	後龍鎮
131437	淡水區 (Danshui)
131438	前鎮區 (Cianjhen)
131436	青帆村
131435	麥寮鄉 (Màiliáo)
131434	龍潭鎮
131433	國姓鄉
131432	東莒島
131430	伸港鄉 (Shēngǎng)
131431	烏日區
131429	小丘
131428	暖暖區 (Nuannuan Dist.)
131427	新園鄉(Sinyuan)
131426	埤頭鄉 (Pitou)
131425	湖內區 (Hunei)
131424	中埔鄉 (Jhongpu)
131423	雙溪區 (Shuangxi)
131422	澎湖县
131421	達仁鄉 (Daren)
131420	溪口鄉 (Sikou)
131419	大埤鄉 (Dapi)
131418	尖石鄉
131417	旗津區 (Cijin)
131416	莿桐鄉 (Cìtóng)
131415	歸仁區 (Gueiren)
131414	和平區
131413	頭屋鄉
131412	東港鎮(Dongang)
131411	新埔鎮
131410	五峰鄉
131409	苗栗市
131408	潮州鎮 (Chaojhou)
131407	鹽水區 (Yanshuei)
131405	橋頭區 (Ciaotou)
131404	安定區 (Anding)
